stamp_ns,time_sec,tb1_odom_x_m,tb1_odom_y_m,tb1_odom_yaw_rad,tb2_odom_x_m,tb2_odom_y_m,tb2_odom_yaw_rad,uwb_range_m,uwb_sync_ms,camera_bearing_deg,camera_range_m,camera_uwb_residual_m,gt_x_m,gt_y_m,gt_yaw_rad
609100031767,609.100031767,21.370545539508253,13.639106144697044,-0.3752218648945929,-0.33508832543799866,-19.67437784508062,-2.3201611096229544,1.5514,-0.003865,44.91244806033238,1.4538573543234523,-0.09754264567654758,1.0552864848438517,0.8688819723536434,-0.9620836942828137
609200031772,609.200031772,21.384103316562445,13.634072801214334,-0.38001441238365535,-0.34479714067055545,-19.684951457769355,-2.319498708611565,1.2102,-0.00387,44.66981994397345,1.4383550425817786,0.22815504258177866,1.0509328828185645,0.8547219603567019,-0.9572226634253576
609300031777,609.300031777,21.393599138663642,13.62917860605363,-0.38611930319354804,-0.36384692453218753,-19.70550449992374,-2.316156690896159,1.2547,-0.003875,44.56310316360334,1.426697056189816,0.1719970561898161,1.0479665439307106,0.8436920990426798,-0.9498731378696499
609400031783,609.400031783,21.404274197342904,13.623956211357559,-0.39297500532859875,-0.3789187458426604,-19.721664329990485,-2.313236446655268,1.2926,-0.003881,44.27708277440944,1.417691891607341,0.12509189160734113,1.04696666348792,0.8295010381921335,-0.938181628722605
609500031788,609.500031788,21.41761396508325,13.617780208035695,-0.4000700988719299,-0.4080930825105211,-19.75172020455485,-2.3197671292042474,1.3242,-0.003886,43.71704029754226,1.407123907464631,0.08292390746463085,1.0474074657093362,0.8109884031938128,-0.9363368879064446
609600031793,609.600031793,21.427263562044754,13.612686944200748,-0.4060331754410241,-0.42559512320910786,-19.773601180550262,-2.3161215270124007,1.3935,-0.003891,43.340065837341136,1.396973378567704,0.003473378567704133,1.0544751238360484,0.7890154142920621,-0.9287683557770876
609700031798,609.700031798,21.436080156132665,13.609282148770948,-0.41072171490231935,-0.46567861828939017,-19.818444588855083,-2.304614783217652,1.403,-0.003896,42.19436926515698,1.3861841638364174,-0.01681583616358262,1.0671135025941556,0.7615485012746636,-0.914492856162333
609800031804,609.800031804,21.44634299539676,13.604500292418082,-0.4174333545229092,-0.4837830315160351,-19.841669898135102,-2.2957743305243357,1.3421,-0.003902,40.13963971459599,1.3752817111416855,0.033181711141685444,1.0799908978825914,0.7334475565005992,-0.896401692857189
609900031809,609.900031809,21.456202344402442,13.599020248785859,-0.4239543198805595,-0.5201872964570962,-19.885484108698815,-2.2794042002769648,1.3132,-0.003907,38.108780772359445,1.3664902840945994,0.05329028409459946,1.0894072704669913,0.711371201393001,-0.8771522116780655
610000031814,610.000031814,21.46546166790712,13.592416760250874,-0.4307952849318835,-0.5380888314261641,-19.90803854339402,-2.2699178180294273,1.1065,-0.003912,35.84394843265249,1.3615227185025134,0.25502271850251335,1.1043019936155485,0.6867275379320273,-0.8551249855395735
610100031819,610.100031819,21.475745965730137,13.586514724018846,-0.4393509308682031,-0.5757897737691599,-19.95721139883737,-2.2506452012722846,1.3638,-0.003917,33.5623810244629,1.3592540128730821,-0.004545987126917783,1.1193185071970484,0.6638423703071524,-0.8327743856205461
610200031824,610.200031824,21.48640981126296,13.581597040374103,-0.4491751279638313,-0.5931468380122286,-19.98112828575413,-2.2398200603342624,1.41,-0.003922,31.405866247791558,1.3585733829311422,-0.05142661706885776,1.13365233154553,0.6436148204292031,-0.8063342471950564
610300031830,610.30003183,21.495946909861292,13.575738540878776,-0.45881623296262924,-0.6267954324217726,-20.026432265217373,-2.216319494977131,1.6341,-0.003928,29.265160625594046,1.3616308153000904,-0.27246918469990966,1.1497370541211493,0.6254452732081105,-0.7800165101593719
610400031835,610.400031835,21.50393508737085,13.570157142891613,-0.4678964283631069,-0.6424873415429515,-20.050972844840746,-2.2056990792197584,1.2979,-0.003933,27.21471832415453,1.366572650768081,0.06867265076808104,1.165363405766386,0.6081563679439662,-0.7547787083612152
610500031840,610.50003184,21.514602343541124,13.563926306367081,-0.4784233770309993,-0.67511629826165,-20.098806238949926,-2.1859043647842795,1.4663,-0.003938,25.22695014739842,1.3751924227955883,-0.09110757720441165,1.181718141896075,0.5921317495861783,-0.7278218105556054
610600031845,610.600031845,21.52430704992512,13.559240345927067,-0.489011399449212,-0.6913950481866982,-20.11939017060544,-2.177636180464145,1.3681,-0.003943,23.477962210035194,1.3852544675024305,0.017154467502430437,1.1961179074264998,0.577702391601191,-0.7049552120161884
610700031850,610.70003185,21.532785162073004,13.55186866348276,-0.49924496458626205,-0.7230203536597788,-20.169478272902182,-2.156821629561515,1.3527,-0.003948,21.79365239818138,1.3963535640015536,0.043653564001553624,1.2140286349477223,0.5664152511705028,-0.678265676882778
610800031856,610.800031856,21.542106392162403,13.544231534809839,-0.5077133824666009,-0.7375529838232906,-20.196483243298815,-2.145367937335094,1.1829,-0.003954,20.039566928738463,1.4129032899202334,0.23000328992023333,1.2355877311188042,0.5524244123806593,-0.6528148288841729
610900031861,610.900031861,21.553018835888583,13.538488347270686,-0.5182320999463615,-0.7673100168002684,-20.2465658809379,-2.1225653343089674,1.4497,-0.003959,18.348148592640747,1.4314016361048791,-0.01829836389512085,1.2558773735849555,0.5412302315370476,-0.6244027660086615
611000031866,611.000031866,21.563002105193448,13.53279116592192,-0.5287695556537022,-0.7815994332260556,-20.272523131452925,-2.1106295443881367,1.242,-0.003964,16.87004191347777,1.4515308263455056,0.20953082634550557,1.275693578511529,0.5305245457572425,-0.5967845925100164
611100031871,611.100031871,21.571577874524827,13.525290097467863,-0.5386645530486527,-0.810007254735386,-20.323437969105697,-2.0918630298868646,1.453,-0.003969,15.542962824555698,1.4727686240925646,0.019768624092564524,1.2963790407137556,0.5232228091127312,-0.5709779796656853
611200031877,611.200031877,21.58088290440606,13.518027930472316,-0.550774694943432,-0.8228523007443189,-20.349315370302435,-2.081166360264955,1.4588,-0.003975,14.404692452173725,1.496204111855162,0.03740411185516179,1.3163082968849926,0.5187185569976104,-0.5433039444496648
611300031882,611.300031882,21.589211534958068,13.51181386616144,-0.5639339210120883,-0.8467968838351883,-20.396886138012057,-2.061215986754738,1.4867,-0.00398,13.548563421660795,1.5179989708499928,0.03129897084999289,1.3342251806207086,0.517394660613296,-0.5164809026193609
